$FLYS,1,,,,,,,,,,,
$VAR,FIRMWARE_VER,v2024.06.09.starter_pistol,,,,,,,,,,
$VAR,DEVICE_ID,0017003b3253501720373657,,,,,,,,,,
$VAR,SESSION_ID,724fd609f62a5cb068670fc0,,,,,,,,,,
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$UNIT,GNSS,,deg,deg,m,m/s,m/s,m/s,m,m,m/s,
$DATA,,,,,,,,,,,,
$GNSS,2020-10-29T17:42:18.200Z,,40.5925258,-111.7205932,3396.883,-0.04,-0.15,0.22,0.469,0.761,0.32,
$GNSS,2020-10-29T17:42:18.400Z,,40.5925257,-111.7205934,3396.868,-0.13,-0.08,0.09,0.477,0.773,0.28,
$GNSS,2020-10-29T17:42:18.600Z,,40.5925256,-111.7205936,3396.871,-0.04,-0.07,0.15,0.485,0.784,0.3,
$GNSS,2020-10-29T17:42:18.800Z,,40.5925255,-111.7205935,3396.848,-0.05,0.1,0.25,0.493,0.796,0.26,
$GNSS,2020-10-29T17:42:19.000Z,,40.5925255,-111.7205933,3396.843,0,0.04,0.13,0.501,0.807,0.27,
$GNSS,2020-10-29T17:42:19.200Z,,40.5925256,-111.7205931,3396.833,0.09,0.12,0.12,0.508,0.818,0.24,
$GNSS,2020-10-29T17:42:19.400Z,,40.5925257,-111.7205927,3396.828,-0.01,0.17,0.13,0.516,0.83,0.24,
$GNSS,2020-10-29T17:42:19.600Z,,40.5925257,-111.7205924,3396.811,-0.01,0.04,0.16,0.523,0.841,0.27,
$GNSS,2020-10-29T17:42:19.800Z,,40.5925258,-111.7205923,3396.8,0.04,0.03,0.02,0.532,0.851,0.25,
$GNSS,2020-10-29T17:42:20.000Z,,40.5925258,-111.7205924,3396.803,-0.02,-0.07,0.09,0.54,0.862,0.32,
$GNSS,2020-10-29T17:42:20.200Z,,40.5925259,-111.7205924,3396.844,0.07,-0.01,-0.14,0.547,0.871,0.27,
$GNSS,2020-10-29T17:42:20.400Z,,40.592526,-111.7205923,3396.866,0.05,0.07,0.01,0.554,0.881,0.22,
$GNSS,2020-10-29T17:42:20.600Z,,40.5925261,-111.7205921,3396.852,-0.06,0.05,0.03,0.561,0.89,0.28,
$GNSS,2020-10-29T17:42:20.800Z,,40.5925259,-111.720592,3396.819,-0.18,0.01,0.09,0.568,0.9,0.26,
$GNSS,2020-10-29T17:42:21.000Z,,40.5925257,-111.720592,3396.797,-0.01,-0.01,0.02,0.575,0.909,0.28,
$GNSS,2020-10-29T17:42:21.200Z,,40.5925256,-111.720592,3396.78,-0.15,-0.07,0.18,0.582,0.918,0.26,
$GNSS,2020-10-29T17:42:21.400Z,,40.5925254,-111.720592,3396.749,-0.13,0.02,0.14,0.589,0.927,0.26,
$GNSS,2020-10-29T17:42:21.600Z,,40.5925252,-111.7205918,3396.707,-0.06,0.21,0.2,0.595,0.935,0.24,
$GNSS,2020-10-29T17:42:21.800Z,,40.5925251,-111.7205915,3396.664,-0.15,-0.03,0.39,0.601,0.943,0.28,
$GNSS,2020-10-29T17:42:22.000Z,,40.5925249,-111.7205914,3396.641,-0.04,0.05,0.16,0.606,0.951,0.26,
$GNSS,2020-10-29T17:42:22.200Z,,40.5925249,-111.7205912,3396.637,-0.06,0.07,0.01,0.61,0.959,0.25,
$GNSS,2020-10-29T17:42:22.400Z,,40.5925248,-111.7205911,3396.625,-0.08,0.09,0.1,0.615,0.967,0.24,
$GNSS,2020-10-29T17:42:22.600Z,,40.5925248,-111.7205909,3396.614,0.07,0.06,-0.07,0.619,0.974,0.28,
$GNSS,2020-10-29T17:42:22.800Z,,40.5925249,-111.7205909,3396.625,0.01,0.01,-0.09,0.624,0.981,0.3,
$GNSS,2020-10-29T17:42:23.000Z,,40.5925248,-111.720591,3396.609,-0.12,-0.03,0.12,0.628,0.988,0.27,
$GNSS,2020-10-29T17:42:23.200Z,,40.5925246,-111.720591,3396.572,-0.09,0.05,0.18,0.631,0.995,0.26,
$GNSS,2020-10-29T17:42:23.400Z,,40.5925243,-111.7205909,3396.522,-0.3,0.03,0.36,0.635,1.002,0.26,
$GNSS,2020-10-29T17:42:23.600Z,,40.5925237,-111.7205907,3396.428,-0.29,0.16,0.49,0.639,1.009,0.25,
$GNSS,2020-10-29T17:42:23.800Z,,40.5925232,-111.7205904,3396.293,-0.37,0.23,0.54,0.642,1.017,0.27,
$GNSS,2020-10-29T17:42:24.000Z,,40.5925223,-111.72059,3396.099,-0.57,0.16,1.09,0.645,1.025,0.29,
$GNSS,2020-10-29T17:42:24.200Z,,40.5925209,-111.7205893,3395.803,-0.99,0.48,1.88,0.649,1.034,0.3,
$GNSS,2020-10-29T17:42:24.400Z,,40.5925166,-111.7205876,3395.461,-3.82,0.99,1.12,0.655,1.047,0.27,
$GNSS,2020-10-29T17:42:24.600Z,,40.592511,-111.720585,3395.207,-2.4,1.17,1.43,0.659,1.057,0.22,
$GNSS,2020-10-29T17:42:24.800Z,,40.5925047,-111.7205818,3394.456,-4.47,1.64,5.89,0.665,1.067,0.27,
$GNSS,2020-10-29T17:42:25.000Z,,40.5924974,-111.7205786,3393.059,-3.82,1.24,7.56,0.672,1.076,0.27,
$GNSS,2020-10-29T17:42:25.200Z,,40.5924907,-111.7205757,3391.333,-3.75,1.31,9.26,0.679,1.087,0.28,
$GNSS,2020-10-29T17:42:25.400Z,,40.592484,-111.7205728,3389.296,-3.69,1.29,10.82,0.685,1.098,0.29,
$GNSS,2020-10-29T17:42:25.600Z,,40.5924772,-111.72057,3386.915,-3.88,1.21,12.6,0.69,1.108,0.29,
$GNSS,2020-10-29T17:42:25.800Z,,40.5924699,-111.720567,3384.233,-4.2,1.32,14.36,0.695,1.119,0.31,
$GNSS,2020-10-29T17:42:26.000Z,,40.5924623,-111.7205636,3381.119,-4.33,1.57,16.19,0.7,1.132,0.32,
$GNSS,2020-10-29T17:42:26.200Z,,40.5924543,-111.7205604,3377.672,-4.42,1.23,17.92,0.706,1.147,0.34,
$GNSS,2020-10-29T17:42:26.400Z,,40.5924457,-111.7205571,3373.894,-5.1,1.58,19.41,0.712,1.163,0.35,
$GNSS,2020-10-29T17:42:26.600Z,,40.5924356,-111.7205533,3369.859,-6.12,1.64,20.5,0.718,1.179,0.35,
$GNSS,2020-10-29T17:42:26.800Z,,40.5924235,-111.7205491,3365.606,-7.22,1.94,21.67,0.725,1.194,0.32,
$GNSS,2020-10-29T17:42:27.000Z,,40.5924097,-111.7205446,3361.083,-8.1,1.94,22.78,0.73,1.208,0.32,
$GNSS,2020-10-29T17:42:27.200Z,,40.592394,-111.7205397,3356.42,-9.3,2.17,23.68,0.735,1.221,0.31,
$GNSS,2020-10-29T17:42:27.400Z,,40.5923762,-111.7205343,3351.598,-10.42,2.35,24.68,0.739,1.234,0.31,
$GNSS,2020-10-29T17:42:27.600Z,,40.5923565,-111.7205285,3346.599,-11.48,2.55,25.17,0.743,1.247,0.3,
$GNSS,2020-10-29T17:42:27.800Z,,40.5923347,-111.7205221,3341.449,-12.79,2.95,25.77,0.748,1.261,0.31,
$GNSS,2020-10-29T17:42:28.000Z,,40.5923104,-111.7205147,3336.262,-14.12,3.26,26.15,0.754,1.274,0.3,
$GNSS,2020-10-29T17:42:28.200Z,,40.5922839,-111.7205067,3330.993,-15.37,3.47,26.63,0.759,1.286,0.3,
$GNSS,2020-10-29T17:42:28.400Z,,40.5922551,-111.7204982,3325.649,-16.56,3.63,26.82,0.761,1.293,0.29,
$GNSS,2020-10-29T17:42:28.600Z,,40.5922242,-111.7204897,3320.241,-17.75,3.54,27.2,0.763,1.3,0.29,
$GNSS,2020-10-29T17:42:28.800Z,,40.5921912,-111.7204811,3314.752,-18.94,3.6,27.74,0.766,1.308,0.28,
$GNSS,2020-10-29T17:42:29.000Z,,40.5921561,-111.720473,3309.148,-20.04,3.29,28.1,0.768,1.316,0.28,
$GNSS,2020-10-29T17:42:29.200Z,,40.5921192,-111.7204655,3303.413,-21.11,3.1,28.72,0.77,1.326,0.28,
$GNSS,2020-10-29T17:42:29.400Z,,40.5920803,-111.7204581,3297.59,-22.14,3.23,29.1,0.773,1.336,0.28,
$GNSS,2020-10-29T17:42:29.600Z,,40.5920399,-111.7204508,3291.647,-22.89,3.1,29.82,0.777,1.347,0.28,
$GNSS,2020-10-29T17:42:29.800Z,,40.591998,-111.7204433,3285.565,-23.6,3.2,30.81,0.781,1.358,0.29,
$GNSS,2020-10-29T17:42:30.000Z,,40.5919548,-111.7204357,3279.308,-24.55,3.32,31.44,0.784,1.368,0.29,
$GNSS,2020-10-29T17:42:30.200Z,,40.5919096,-111.7204277,3273.089,-25.56,3.33,31.53,0.787,1.379,0.28,
$GNSS,2020-10-29T17:42:30.400Z,,40.5918624,-111.7204193,3266.864,-26.67,3.65,31.62,0.791,1.39,0.28,
$GNSS,2020-10-29T17:42:30.600Z,,40.5918134,-111.7204101,3260.573,-27.73,4.11,31.75,0.795,1.402,0.28,
$GNSS,2020-10-29T17:42:30.800Z,,40.5917627,-111.7203999,3254.234,-28.59,4.45,32,0.799,1.414,0.28,
$GNSS,2020-10-29T17:42:31.000Z,,40.5917104,-111.720389,3247.853,-29.38,4.75,32.28,0.803,1.426,0.28,
$GNSS,2020-10-29T17:42:31.200Z,,40.5916568,-111.7203775,3241.403,-30.19,4.96,32.55,0.807,1.437,0.28,
$GNSS,2020-10-29T17:42:31.400Z,,40.5916017,-111.7203654,3234.896,-30.95,5.23,33.05,0.811,1.449,0.28,
$GNSS,2020-10-29T17:42:31.600Z,,40.5915453,-111.7203527,3228.319,-31.62,5.45,33.32,0.815,1.46,0.28,
$GNSS,2020-10-29T17:42:31.800Z,,40.5914879,-111.7203395,3221.6,-32.14,5.7,34,0.819,1.471,0.28,
$GNSS,2020-10-29T17:42:32.000Z,,40.5914295,-111.7203258,3214.758,-32.68,5.94,34.67,0.824,1.481,0.28,
$GNSS,2020-10-29T17:42:32.200Z,,40.5913702,-111.7203114,3207.761,-33.24,6.19,35.34,0.827,1.492,0.28,
$GNSS,2020-10-29T17:42:32.400Z,,40.5913097,-111.7202968,3200.694,-33.94,6.17,35.49,0.831,1.501,0.28,
$GNSS,2020-10-29T17:42:32.600Z,,40.5912479,-111.7202824,3193.557,-34.79,6.12,35.71,0.836,1.516,0.28,
$GNSS,2020-10-29T17:42:32.800Z,,40.5911843,-111.7202679,3186.48,-35.78,6.02,35.32,0.84,1.527,0.28,
$GNSS,2020-10-29T17:42:33.000Z,,40.5911191,-111.7202541,3179.425,-36.57,5.77,35.58,0.841,1.53,0.27,
$GNSS,2020-10-29T17:42:33.200Z,,40.5910524,-111.7202408,3172.357,-37.57,5.48,35.27,0.843,1.54,0.27,
$GNSS,2020-10-29T17:42:33.400Z,,40.5909837,-111.7202281,3165.386,-38.57,5.36,34.93,0.845,1.551,0.28,
$GNSS,2020-10-29T17:42:33.600Z,,40.5909134,-111.7202164,3158.402,-39.52,4.65,34.6,0.849,1.564,0.29,
$GNSS,2020-10-29T17:42:33.800Z,,40.5908417,-111.7202068,3151.386,-40.27,3.92,34.7,0.852,1.575,0.31,
$GNSS,2020-10-29T17:42:34.000Z,,40.590769,-111.7201988,3144.329,-40.68,3.43,35.09,0.85,1.572,0.31,
$GNSS,2020-10-29T17:42:34.200Z,,40.5906956,-111.7201923,3137.188,-40.93,2.7,35.38,0.848,1.571,0.32,
$GNSS,2020-10-29T17:42:34.400Z,,40.5906216,-111.7201864,3130.079,-41.29,2.24,36.11,0.858,1.591,0.32,
$GNSS,2020-10-29T17:42:34.600Z,,40.5905465,-111.7201825,3122.978,-41.9,1.1,36.08,0.868,1.611,0.32,
$GNSS,2020-10-29T17:42:34.800Z,,40.5904701,-111.7201812,3116.01,-42.56,-0.06,35.58,0.878,1.629,0.31,
$GNSS,2020-10-29T17:42:35.000Z,,40.590393,-111.7201833,3108.881,-42.98,-1.63,35.83,0.889,1.647,0.32,
$GNSS,2020-10-29T17:42:35.200Z,,40.5903151,-111.720189,3101.838,-43.43,-3.24,35.51,0.902,1.663,0.32,
$GNSS,2020-10-29T17:42:35.400Z,,40.5902366,-111.7201986,3094.759,-43.68,-4.85,35.39,0.915,1.675,0.32,
$GNSS,2020-10-29T17:42:35.600Z,,40.5901577,-111.7202119,3087.755,-43.86,-6.38,35.19,0.927,1.687,0.32,
$GNSS,2020-10-29T17:42:35.800Z,,40.5900785,-111.7202291,3080.798,-44.05,-8.09,35,0.934,1.683,0.29,
$GNSS,2020-10-29T17:42:36.000Z,,40.5899993,-111.7202505,3073.803,-44.01,-9.98,34.71,0.943,1.691,0.33,
$GNSS,2020-10-29T17:42:36.200Z,,40.5899198,-111.7202767,3067.032,-44.09,-12.25,33.97,0.954,1.699,0.32,
$GNSS,2020-10-29T17:42:36.400Z,,40.5898402,-111.7203076,3060.352,-44.19,-13.79,33.31,0.959,1.697,0.29,
$GNSS,2020-10-29T17:42:36.600Z,,40.5897607,-111.720342,3053.819,-44,-15.25,33.08,0.964,1.696,0.29,
$GNSS,2020-10-29T17:42:36.800Z,,40.5896812,-111.7203796,3047.341,-44.04,-16.6,32.88,0.968,1.696,0.28,
$GNSS,2020-10-29T17:42:37.000Z,,40.5896017,-111.72042,3040.907,-44.05,-17.59,32.72,0.973,1.696,0.28,
$GNSS,2020-10-29T17:42:37.200Z,,40.5895221,-111.720463,3034.489,-44.2,-18.66,32.31,0.975,1.69,0.27,
$GNSS,2020-10-29T17:42:37.400Z,,40.5894423,-111.7205081,3028.204,-44.13,-19.58,31.72,0.98,1.689,0.28,
$GNSS,2020-10-29T17:42:37.600Z,,40.5893623,-111.7205544,3021.98,-44.51,-19.74,31.76,0.983,1.684,0.27,
$GNSS,2020-10-29T17:42:37.800Z,,40.5892821,-111.7206016,3015.693,-44.4,-20.03,31.97,0.985,1.678,0.26,
$GNSS,2020-10-29T17:42:38.000Z,,40.5892018,-111.7206488,3009.397,-44.58,-20.07,32.24,0.987,1.672,0.25,
$GNSS,2020-10-29T17:42:38.200Z,,40.5891211,-111.7206963,3003.033,-44.92,-20.18,31.83,0.99,1.672,0.28,
$GNSS,2020-10-29T17:42:38.400Z,,40.5890397,-111.7207437,2996.83,-45.23,-20.25,31.85,0.991,1.666,0.25,
$GNSS,2020-10-29T17:42:38.600Z,,40.5889578,-111.7207908,2990.568,-45.46,-20,31.76,0.991,1.665,0.27,
$GNSS,2020-10-29T17:42:38.800Z,,40.5888751,-111.7208374,2984.322,-46.05,-19.57,31.72,0.989,1.662,0.25,
$GNSS,2020-10-29T17:42:39.000Z,,40.5887916,-111.7208826,2978.012,-46.61,-18.82,31.16,0.987,1.663,0.25,
$GNSS,2020-10-29T17:42:39.200Z,,40.5887072,-111.7209261,2971.755,-47.07,-17.95,31.24,0.984,1.664,0.26,
$GNSS,2020-10-29T17:42:39.400Z,,40.5886218,-111.7209671,2965.533,-47.66,-16.91,31.05,0.983,1.671,0.27,
$GNSS,2020-10-29T17:42:39.600Z,,40.5885351,-111.7210055,2959.394,-48.27,-15.9,30.9,0.979,1.674,0.24,
$GNSS,2020-10-29T17:42:39.800Z,,40.5884478,-111.7210418,2953.247,-48.65,-14.79,31.07,0.976,1.682,0.25,
$GNSS,2020-10-29T17:42:40.000Z,,40.5883598,-111.7210756,2947.066,-49.07,-13.86,30.99,0.972,1.687,0.24,
$GNSS,2020-10-29T17:42:40.200Z,,40.588271,-111.721107,2940.932,-49.37,-12.89,31.31,0.969,1.692,0.24,
$GNSS,2020-10-29T17:42:40.400Z,,40.5881816,-111.7211362,2934.74,-49.74,-11.88,31.05,0.967,1.7,0.26,
$GNSS,2020-10-29T17:42:40.600Z,,40.5880915,-111.7211633,2928.58,-50.19,-11.27,31.12,0.967,1.709,0.26,
$GNSS,2020-10-29T17:42:40.800Z,,40.588001,-111.7211893,2922.424,-50.38,-10.78,30.62,0.967,1.715,0.27,
$GNSS,2020-10-29T17:42:41.000Z,,40.5879099,-111.7212142,2916.39,-50.72,-10.36,30.6,0.966,1.721,0.27,
$GNSS,2020-10-29T17:42:41.200Z,,40.5878187,-111.7212386,2910.277,-50.6,-10.21,31,0.967,1.726,0.28,
$GNSS,2020-10-29T17:42:41.400Z,,40.5877274,-111.7212624,2904.07,-50.76,-9.96,30.75,0.97,1.733,0.29,
$GNSS,2020-10-29T17:42:41.600Z,,40.5876358,-111.7212855,2898.008,-50.98,-9.63,30.64,0.973,1.738,0.28,
$GNSS,2020-10-29T17:42:41.800Z,,40.5875435,-111.7213079,2891.955,-51.55,-9.38,29.79,0.976,1.744,0.29,
$GNSS,2020-10-29T17:42:42.000Z,,40.5874504,-111.7213296,2886.103,-51.93,-9.05,28.82,0.977,1.753,0.28,
$GNSS,2020-10-29T17:42:42.200Z,,40.5873566,-111.7213503,2880.464,-52.37,-8.42,28.1,0.978,1.759,0.27,
$GNSS,2020-10-29T17:42:42.400Z,,40.5872622,-111.7213697,2874.94,-52.47,-7.95,27.81,0.977,1.764,0.26,
$GNSS,2020-10-29T17:42:42.600Z,,40.5871678,-111.7213884,2869.445,-52.63,-7.85,27.41,0.977,1.77,0.26,
$GNSS,2020-10-29T17:42:42.800Z,,40.5870729,-111.7214067,2864.05,-52.76,-7.61,27.33,0.978,1.775,0.29,
$GNSS,2020-10-29T17:42:43.000Z,,40.586978,-111.7214247,2858.631,-52.7,-7.67,26.98,0.981,1.781,0.3,
$GNSS,2020-10-29T17:42:43.200Z,,40.5868833,-111.7214436,2853.259,-52.55,-8.31,26.9,0.986,1.786,0.32,
$GNSS,2020-10-29T17:42:43.400Z,,40.5867886,-111.7214641,2848.014,-52.56,-9.03,25.93,0.992,1.792,0.33,
$GNSS,2020-10-29T17:42:43.600Z,,40.5866941,-111.721487,2842.875,-52.58,-10.29,25.1,0.998,1.796,0.32,
$GNSS,2020-10-29T17:42:43.800Z,,40.5865997,-111.7215123,2837.878,-52.4,-11.13,25.06,1.004,1.799,0.32,
$GNSS,2020-10-29T17:42:44.000Z,,40.5865061,-111.72154,2832.942,-51.68,-12.29,24.74,1.011,1.803,0.32,
$GNSS,2020-10-29T17:42:44.200Z,,40.5864132,-111.7215707,2828.073,-51.5,-13.74,24.21,1.015,1.798,0.3,
